j1_angle,j2_angle,j3_angle,motor_temperature,torque_nm,current_amp,status,created_at
-7.55,44.77,4.52,43.08,17.46,3.35,OPERATIONAL,2026-05-23T16:32:38.928352
-10.51,44.55,6.29,43.19,16.29,3.14,OPERATIONAL,2026-05-23T16:32:40.928352
-13.45,44.27,8.04,43.24,17.53,3.52,OPERATIONAL,2026-05-23T16:32:42.928352
-16.36,43.91,9.76,43.33,18.5,3.66,OPERATIONAL,2026-05-23T16:32:44.928352
-19.22,43.48,11.44,43.46,19.42,3.85,OPERATIONAL,2026-05-23T16:32:46.928352
-22.04,42.98,13.08,43.54,20.82,3.86,OPERATIONAL,2026-05-23T16:32:48.928352
-24.8,42.41,14.68,43.67,19.54,3.65,OPERATIONAL,2026-05-23T16:32:50.928352
-27.5,41.78,16.22,43.79,21.65,4.15,OPERATIONAL,2026-05-23T16:32:52.928352
-30.13,41.07,17.71,43.89,23.39,4.43,OPERATIONAL,2026-05-23T16:32:54.928352
-32.69,40.3,19.13,43.95,23.35,4.46,OPERATIONAL,2026-05-23T16:32:56.928352
-35.16,39.47,20.48,44.06,22.18,4.12,OPERATIONAL,2026-05-23T16:32:58.928352
-37.55,38.58,21.76,44.16,24.08,4.66,OPERATIONAL,2026-05-23T16:33:00.928352
-39.84,37.62,22.96,44.25,23.72,4.62,OPERATIONAL,2026-05-23T16:33:02.928352
-42.03,36.6,24.07,44.39,23.71,4.48,OPERATIONAL,2026-05-23T16:33:04.928352
-44.12,35.53,25.1,44.49,23.23,4.34,OPERATIONAL,2026-05-23T16:33:06.928352
-46.1,34.39,26.04,44.64,21.56,4.21,OPERATIONAL,2026-05-23T16:33:08.928352
-47.96,33.2,26.89,44.69,22.25,4.21,OPERATIONAL,2026-05-23T16:33:10.928352
-49.7,31.96,27.64,88.33,12.03,2.41,WARNING,2026-05-23T16:33:12.928352
-51.32,30.67,28.29,44.84,23.36,4.46,OPERATIONAL,2026-05-23T16:33:14.928352
-52.81,29.33,28.84,44.9,21.48,4.15,OPERATIONAL,2026-05-23T16:33:16.928352
-54.16,27.94,29.28,45.05,22.42,4.28,OPERATIONAL,2026-05-23T16:33:18.928352
-55.39,26.51,29.62,44.93,21.25,3.95,OPERATIONAL,2026-05-23T16:33:20.928352
-56.47,25.03,29.85,45.07,21.54,4.13,OPERATIONAL,2026-05-23T16:33:22.928352
-57.41,23.52,29.98,45.07,9.84,13.89,FAILURE,2026-05-23T16:33:24.928352
-58.21,21.96,29.99,44.97,18.73,3.47,OPERATIONAL,2026-05-23T16:33:26.928352
-58.87,20.38,29.9,44.87,17.69,3.48,OPERATIONAL,2026-05-23T16:33:28.928352
-59.37,18.76,29.7,44.75,18.44,3.51,OPERATIONAL,2026-05-23T16:33:30.928352
-59.73,17.1,29.4,44.67,16.13,3.09,OPERATIONAL,2026-05-23T16:33:32.928352
-59.94,15.43,28.99,44.56,14.64,2.97,OPERATIONAL,2026-05-23T16:33:34.928352
-60.0,13.72,28.47,85.03,11.61,2.32,WARNING,2026-05-23T16:33:36.928352
-59.91,12.0,27.85,44.51,13.48,2.66,OPERATIONAL,2026-05-23T16:33:38.928352
-59.67,10.25,27.14,44.44,12.36,2.54,OPERATIONAL,2026-05-23T16:33:40.928352
-59.28,8.49,26.32,44.32,13.23,2.75,OPERATIONAL,2026-05-23T16:33:42.928352
-5.8740000000000006,0.672,2.5410000000000004,55.46,42.08,8.43,FAILURE,2026-05-23T16:33:44.928352
-58.06,4.94,24.41,44.25,9.91,2.0,OPERATIONAL,2026-05-23T16:33:46.928352
-57.23,3.14,23.32,93.23,12.41,2.43,WARNING,2026-05-23T16:33:48.928352
-56.25,1.35,22.14,44.17,9.51,2.09,OPERATIONAL,2026-05-23T16:33:50.928352
-55.14,-0.45,20.89,44.11,10.63,2.05,OPERATIONAL,2026-05-23T16:33:52.928352
-53.89,-2.25,19.56,44.04,8.35,1.86,OPERATIONAL,2026-05-23T16:33:54.928352
-52.5,-4.05,18.16,43.95,9.49,2.0,OPERATIONAL,2026-05-23T16:33:56.928352
-50.98,-5.84,16.7,43.85,8.31,1.7,OPERATIONAL,2026-05-23T16:33:58.928352
-49.34,-7.62,15.17,43.79,7.7,1.67,OPERATIONAL,2026-05-23T16:34:00.928352
-47.57,-9.38,13.59,43.69,8.57,1.7,OPERATIONAL,2026-05-23T16:34:02.928352
-45.68,-11.14,11.97,43.62,7.86,1.58,OPERATIONAL,2026-05-23T16:34:04.928352
-43.68,-12.87,10.29,43.56,7.66,1.63,OPERATIONAL,2026-05-23T16:34:06.928352
-41.57,-14.59,8.59,43.48,7.68,1.6,OPERATIONAL,2026-05-23T16:34:08.928352
-39.36,-16.28,6.85,43.43,7.28,1.43,OPERATIONAL,2026-05-23T16:34:10.928352
-37.05,-17.94,5.08,43.32,7.36,1.47,OPERATIONAL,2026-05-23T16:34:12.928352
-34.64,-19.58,3.3,43.25,8.59,1.66,OPERATIONAL,2026-05-23T16:34:14.928352
-32.15,-21.18,1.51,43.25,10.46,11.53,FAILURE,2026-05-23T16:34:16.928352
-29.58,-22.75,-0.29,43.14,8.65,1.86,OPERATIONAL,2026-05-23T16:34:18.928352
-26.93,-24.29,-2.09,43.07,9.84,2.07,OPERATIONAL,2026-05-23T16:34:20.928352
-24.22,-25.78,-3.88,42.99,9.27,2.03,OPERATIONAL,2026-05-23T16:34:22.928352
-21.44,-27.24,-5.66,42.94,9.9,1.93,OPERATIONAL,2026-05-23T16:34:24.928352
-18.62,-28.65,-7.41,85.49,11.02,2.13,WARNING,2026-05-23T16:34:26.928352
-15.74,-30.01,-9.14,42.82,9.98,1.92,OPERATIONAL,2026-05-23T16:34:28.928352
-12.83,-31.33,-10.84,42.89,11.62,2.4,OPERATIONAL,2026-05-23T16:34:30.928352
-9.88,-32.6,-12.5,43.02,12.23,2.55,OPERATIONAL,2026-05-23T16:34:32.928352
-6.91,-33.81,-14.11,43.15,13.79,2.7,OPERATIONAL,2026-05-23T16:34:34.928352
-3.93,-34.97,-15.67,43.28,14.12,2.85,OPERATIONAL,2026-05-23T16:34:36.928352
-0.93,-36.08,-17.18,43.21,13.43,2.52,OPERATIONAL,2026-05-23T16:34:38.928352
2.07,-37.12,-18.62,43.34,14.42,2.89,OPERATIONAL,2026-05-23T16:34:40.928352
5.07,-38.11,-20.0,43.47,16.5,3.11,OPERATIONAL,2026-05-23T16:34:42.928352
8.05,-39.04,-21.31,43.58,15.99,2.99,OPERATIONAL,2026-05-23T16:34:44.928352
11.01,-39.9,-22.53,43.73,17.96,3.5,OPERATIONAL,2026-05-23T16:34:46.928352
13.94,-40.7,-23.68,43.8,19.09,3.72,OPERATIONAL,2026-05-23T16:34:48.928352
16.84,-41.44,-24.74,43.86,18.8,3.58,OPERATIONAL,2026-05-23T16:34:50.928352
19.7,-42.1,-25.71,44.0,21.32,4.04,OPERATIONAL,2026-05-23T16:34:52.928352
22.51,-42.71,-26.6,44.13,19.55,3.87,OPERATIONAL,2026-05-23T16:34:54.928352
25.26,-43.24,-27.38,44.19,19.68,3.66,OPERATIONAL,2026-05-23T16:34:56.928352
27.95,-43.7,-28.07,44.27,21.0,4.08,OPERATIONAL,2026-05-23T16:34:58.928352
30.57,-44.1,-28.65,44.37,22.31,4.27,OPERATIONAL,2026-05-23T16:35:00.928352
33.11,-44.42,-29.13,44.45,23.7,4.37,OPERATIONAL,2026-05-23T16:35:02.928352
35.57,-44.67,-29.51,44.6,23.64,4.47,OPERATIONAL,2026-05-23T16:35:04.928352
37.94,-44.85,-29.78,44.7,22.74,4.21,OPERATIONAL,2026-05-23T16:35:06.928352
40.21,-44.96,-29.94,44.82,23.48,4.42,OPERATIONAL,2026-05-23T16:35:08.928352
42.39,-45.0,-30.0,44.91,24.35,4.53,OPERATIONAL,2026-05-23T16:35:10.928352
44.46,-44.97,-29.95,44.85,21.63,4.07,OPERATIONAL,2026-05-23T16:35:12.928352
46.42,-44.86,-29.79,44.98,22.04,4.16,OPERATIONAL,2026-05-23T16:35:14.928352
48.26,-44.68,-29.52,45.07,23.03,4.51,OPERATIONAL,2026-05-23T16:35:16.928352
49.98,-44.43,-29.15,45.17,23.19,4.49,OPERATIONAL,2026-05-23T16:35:18.928352
51.58,-44.11,-28.67,45.05,22.15,4.12,OPERATIONAL,2026-05-23T16:35:20.928352
53.04,-43.72,-28.09,44.93,20.99,4.17,OPERATIONAL,2026-05-23T16:35:22.928352
54.38,-43.26,-27.41,44.87,21.31,4.03,OPERATIONAL,2026-05-23T16:35:24.928352
55.58,-42.73,-26.62,44.77,20.81,3.95,OPERATIONAL,2026-05-23T16:35:26.928352
56.64,-42.13,-25.75,44.69,18.53,3.51,OPERATIONAL,2026-05-23T16:35:28.928352
57.56,-41.46,-24.78,44.61,17.94,3.36,OPERATIONAL,2026-05-23T16:35:30.928352
58.33,-40.73,-23.72,44.5,18.63,3.67,OPERATIONAL,2026-05-23T16:35:32.928352
5.896000000000001,-3.9930000000000003,-2.258,51.05,43.8,7.63,FAILURE,2026-05-23T16:35:34.928352
59.44,-39.07,-21.35,44.45,18.07,3.6,OPERATIONAL,2026-05-23T16:35:36.928352
59.78,-38.14,-20.05,44.39,14.88,2.91,OPERATIONAL,2026-05-23T16:35:38.928352
59.96,-37.16,-18.67,44.29,15.75,3.01,OPERATIONAL,2026-05-23T16:35:40.928352
59.99,-36.11,-17.23,44.19,15.53,3.11,OPERATIONAL,2026-05-23T16:35:42.928352
59.88,-35.01,-15.73,44.13,15.26,2.87,OPERATIONAL,2026-05-23T16:35:44.928352
59.61,-33.85,-14.17,44.04,13.08,2.75,OPERATIONAL,2026-05-23T16:35:46.928352
59.2,-32.64,-12.56,43.93,10.93,2.3,OPERATIONAL,2026-05-23T16:35:48.928352
58.63,-31.37,-10.9,43.87,11.12,2.23,OPERATIONAL,2026-05-23T16:35:50.928352
57.93,-30.06,-9.2,43.81,12.33,2.55,OPERATIONAL,2026-05-23T16:35:52.928352
57.07,-28.7,-7.48,43.74,9.47,1.87,OPERATIONAL,2026-05-23T16:35:54.928352
56.07,-27.29,-5.72,80.55,12.14,2.44,WARNING,2026-05-23T16:35:56.928352
54.94,-25.83,-3.94,43.67,7.92,1.58,OPERATIONAL,2026-05-23T16:35:58.928352
53.66,-24.34,-2.15,43.55,8.4,1.82,OPERATIONAL,2026-05-23T16:36:00.928352
52.26,-22.81,-0.36,43.46,9.36,1.84,OPERATIONAL,2026-05-23T16:36:02.928352
50.72,-21.24,1.44,43.37,8.28,1.74,OPERATIONAL,2026-05-23T16:36:04.928352
49.05,-19.63,3.24,79.96,11.84,2.36,WARNING,2026-05-23T16:36:06.928352
47.26,-18.0,5.02,43.28,8.43,1.75,OPERATIONAL,2026-05-23T16:36:08.928352
45.36,-16.34,6.79,43.21,6.39,1.4,OPERATIONAL,2026-05-23T16:36:10.928352
43.34,-14.65,8.53,43.1,7.87,1.7,OPERATIONAL,2026-05-23T16:36:12.928352
41.21,-12.93,10.23,42.99,5.95,1.41,OPERATIONAL,2026-05-23T16:36:14.928352
38.98,-11.2,11.91,42.89,6.08,1.32,OPERATIONAL,2026-05-23T16:36:16.928352
36.65,-9.45,13.54,42.8,8.24,1.7,OPERATIONAL,2026-05-23T16:36:18.928352
34.23,-7.68,15.12,42.68,6.25,1.39,OPERATIONAL,2026-05-23T16:36:20.928352
31.72,-5.9,16.64,42.62,7.03,1.54,OPERATIONAL,2026-05-23T16:36:22.928352
29.14,-4.11,18.11,42.57,9.3,1.95,OPERATIONAL,2026-05-23T16:36:24.928352
26.48,-2.32,19.51,42.48,9.97,2.06,OPERATIONAL,2026-05-23T16:36:26.928352
23.76,-0.52,20.84,42.6,10.54,2.23,OPERATIONAL,2026-05-23T16:36:28.928352
20.97,1.28,22.1,42.51,9.59,2.07,OPERATIONAL,2026-05-23T16:36:30.928352
18.14,3.08,23.28,42.63,10.32,2.23,OPERATIONAL,2026-05-23T16:36:32.928352
15.26,4.87,24.37,42.77,11.99,2.49,OPERATIONAL,2026-05-23T16:36:34.928352
12.34,6.66,25.38,42.89,11.26,2.36,OPERATIONAL,2026-05-23T16:36:36.928352
9.39,8.43,26.29,43.0,13.74,2.68,OPERATIONAL,2026-05-23T16:36:38.928352
6.41,10.19,27.11,43.0,10.88,11.53,FAILURE,2026-05-23T16:36:40.928352
3.42,11.94,27.83,43.11,15.02,2.93,OPERATIONAL,2026-05-23T16:36:42.928352
0.42,13.66,28.45,43.18,15.32,2.88,OPERATIONAL,2026-05-23T16:36:44.928352
-2.57,15.37,28.97,43.29,16.39,3.23,OPERATIONAL,2026-05-23T16:36:46.928352
-5.57,17.05,29.39,43.39,16.01,3.26,OPERATIONAL,2026-05-23T16:36:48.928352
-8.55,18.7,29.7,43.47,18.74,3.72,OPERATIONAL,2026-05-23T16:36:50.928352
-11.5,20.32,29.9,43.61,17.45,3.41,OPERATIONAL,2026-05-23T16:36:52.928352
-14.43,21.91,29.99,43.67,17.74,3.43,OPERATIONAL,2026-05-23T16:36:54.928352
-17.33,23.46,29.98,88.05,12.02,2.4,WARNING,2026-05-23T16:36:56.928352
-20.17,24.98,29.86,43.81,19.87,3.77,OPERATIONAL,2026-05-23T16:36:58.928352
-22.97,26.46,29.63,43.95,19.76,3.95,OPERATIONAL,2026-05-23T16:37:00.928352
-25.72,27.89,29.29,44.03,21.42,4.02,OPERATIONAL,2026-05-23T16:37:02.928352
-28.39,29.28,28.85,44.11,21.4,4.05,OPERATIONAL,2026-05-23T16:37:04.928352
-31.0,30.62,28.31,44.25,21.72,4.23,OPERATIONAL,2026-05-23T16:37:06.928352
-33.53,31.92,27.66,44.31,22.99,4.36,OPERATIONAL,2026-05-23T16:37:08.928352
-35.97,33.16,26.92,44.39,22.6,4.36,OPERATIONAL,2026-05-23T16:37:10.928352
-38.33,34.35,26.07,44.52,23.58,4.56,OPERATIONAL,2026-05-23T16:37:12.928352
-4.059,3.5490000000000004,2.5140000000000002,52.06,38.4,9.62,FAILURE,2026-05-23T16:37:14.928352
-42.74,36.56,24.11,44.61,21.52,4.2,OPERATIONAL,2026-05-23T16:37:16.928352
-44.8,37.58,23.0,44.71,21.97,4.18,OPERATIONAL,2026-05-23T16:37:18.928352
-46.73,38.54,21.8,44.76,21.98,4.22,OPERATIONAL,2026-05-23T16:37:20.928352
-48.56,39.44,20.52,44.83,22.06,4.09,OPERATIONAL,2026-05-23T16:37:22.928352
-50.26,40.28,19.18,44.83,10.0,11.56,FAILURE,2026-05-23T16:37:24.928352
-51.83,41.05,17.76,44.9,23.41,4.56,OPERATIONAL,2026-05-23T16:37:26.928352
-53.28,41.75,16.28,44.96,22.89,4.42,OPERATIONAL,2026-05-23T16:37:28.928352
-54.59,42.39,14.74,44.85,20.67,3.83,OPERATIONAL,2026-05-23T16:37:30.928352
-55.77,42.96,13.14,44.76,20.03,3.72,OPERATIONAL,2026-05-23T16:37:32.928352
-56.8,43.46,11.5,44.7,19.01,3.59,OPERATIONAL,2026-05-23T16:37:34.928352
-57.7,43.89,9.82,44.64,18.61,3.48,OPERATIONAL,2026-05-23T16:37:36.928352
-58.45,44.25,8.1,44.55,18.95,3.6,OPERATIONAL,2026-05-23T16:37:38.928352
-59.05,44.55,6.35,44.5,18.74,3.53,OPERATIONAL,2026-05-23T16:37:40.928352
-59.51,44.76,4.59,44.5,9.21,12.94,FAILURE,2026-05-23T16:37:42.928352
-59.82,44.91,2.8,44.38,15.28,2.95,OPERATIONAL,2026-05-23T16:37:44.928352
-59.98,44.99,1.0,44.27,14.65,3.03,OPERATIONAL,2026-05-23T16:37:46.928352
-59.99,44.99,-0.8,44.27,10.78,11.02,FAILURE,2026-05-23T16:37:48.928352
-59.84,44.93,-2.59,44.2,13.48,2.55,OPERATIONAL,2026-05-23T16:37:50.928352
-59.55,44.79,-4.38,44.09,12.62,2.47,OPERATIONAL,2026-05-23T16:37:52.928352
-59.11,44.57,-6.15,43.99,13.68,2.72,OPERATIONAL,2026-05-23T16:37:54.928352
-58.53,44.29,-7.9,43.93,11.58,2.34,OPERATIONAL,2026-05-23T16:37:56.928352
-57.79,43.94,-9.62,43.82,11.43,2.23,OPERATIONAL,2026-05-23T16:37:58.928352
-56.91,43.51,-11.31,43.75,10.74,2.06,OPERATIONAL,2026-05-23T16:38:00.928352
-55.89,43.02,-12.96,43.66,10.41,2.27,OPERATIONAL,2026-05-23T16:38:02.928352
-54.73,42.46,-14.56,43.59,7.63,1.7,OPERATIONAL,2026-05-23T16:38:04.928352
-53.44,41.83,-16.1,43.48,9.36,1.84,OPERATIONAL,2026-05-23T16:38:06.928352
-52.01,41.13,-17.59,43.36,9.53,1.99,OPERATIONAL,2026-05-23T16:38:08.928352
-50.45,40.37,-19.02,43.27,9.09,1.96,OPERATIONAL,2026-05-23T16:38:10.928352
-48.76,39.54,-20.37,43.18,6.38,1.26,OPERATIONAL,2026-05-23T16:38:12.928352
-46.95,38.65,-21.66,43.13,7.95,1.7,OPERATIONAL,2026-05-23T16:38:14.928352
-45.02,37.7,-22.86,43.03,6.81,1.34,OPERATIONAL,2026-05-23T16:38:16.928352
-42.99,36.68,-23.99,42.93,7.17,1.68,OPERATIONAL,2026-05-23T16:38:18.928352
-40.84,35.61,-25.02,42.88,6.12,1.46,OPERATIONAL,2026-05-23T16:38:20.928352
-38.59,34.48,-25.97,42.83,6.34,1.52,OPERATIONAL,2026-05-23T16:38:22.928352
-36.25,33.3,-26.82,42.77,6.17,1.26,OPERATIONAL,2026-05-23T16:38:24.928352
-33.81,32.06,-27.58,42.67,7.41,1.51,OPERATIONAL,2026-05-23T16:38:26.928352
-31.29,30.78,-28.24,42.56,8.31,1.69,OPERATIONAL,2026-05-23T16:38:28.928352
-28.7,29.44,-28.8,42.46,7.23,1.51,OPERATIONAL,2026-05-23T16:38:30.928352
-26.03,28.05,-29.25,42.39,7.33,1.52,OPERATIONAL,2026-05-23T16:38:32.928352
-23.29,26.62,-29.6,42.49,9.67,2.09,OPERATIONAL,2026-05-23T16:38:34.928352
-20.5,25.15,-29.84,42.56,9.55,2.12,OPERATIONAL,2026-05-23T16:38:36.928352
-1.765,2.3640000000000003,-2.997,50.06,47.11,9.17,FAILURE,2026-05-23T16:38:38.928352
-14.77,22.09,-30.0,42.7,12.1,2.28,OPERATIONAL,2026-05-23T16:38:40.928352
-11.84,20.5,-29.91,94.07,12.84,2.53,WARNING,2026-05-23T16:38:42.928352
-8.89,18.89,-29.72,42.82,11.79,2.26,OPERATIONAL,2026-05-23T16:38:44.928352
-5.91,17.24,-29.43,42.96,13.26,2.65,OPERATIONAL,2026-05-23T16:38:46.928352
-2.92,15.56,-29.02,43.01,14.65,2.96,OPERATIONAL,2026-05-23T16:38:48.928352
0.008,1.3860000000000001,-2.8520000000000003,49.65,46.1,9.15,FAILURE,2026-05-23T16:38:50.928352
3.08,12.14,-27.91,43.12,15.02,3.03,OPERATIONAL,2026-05-23T16:38:52.928352
6.07,10.39,-27.2,43.19,15.24,3.01,OPERATIONAL,2026-05-23T16:38:54.928352
9.05,8.64,-26.39,43.29,16.78,3.34,OPERATIONAL,2026-05-23T16:38:56.928352
12.0,6.86,-25.49,43.43,17.74,3.29,OPERATIONAL,2026-05-23T16:38:58.928352
14.92,5.08,-24.49,43.57,17.4,3.39,OPERATIONAL,2026-05-23T16:39:00.928352
17.81,3.29,-23.41,43.71,20.96,3.97,OPERATIONAL,2026-05-23T16:39:02.928352
20.65,1.49,-22.24,43.83,20.01,3.96,OPERATIONAL,2026-05-23T16:39:04.928352
23.44,-0.31,-20.99,43.98,20.88,3.99,OPERATIONAL,2026-05-23T16:39:06.928352
26.17,-2.11,-19.67,44.08,22.67,4.29,OPERATIONAL,2026-05-23T16:39:08.928352
28.84,-3.91,-18.28,44.18,22.39,4.14,OPERATIONAL,2026-05-23T16:39:10.928352
31.43,-5.7,-16.82,44.27,21.5,4.07,OPERATIONAL,2026-05-23T16:39:12.928352
33.94,-7.48,-15.3,44.33,21.52,4.16,OPERATIONAL,2026-05-23T16:39:14.928352
36.37,-9.24,-13.72,44.42,23.72,4.43,OPERATIONAL,2026-05-23T16:39:16.928352
38.71,-11.0,-12.1,44.42,9.66,11.97,FAILURE,2026-05-23T16:39:18.928352
4.096,-1.2730000000000001,-1.043,53.85,43.04,7.59,FAILURE,2026-05-23T16:39:20.928352
43.1,-14.45,-8.72,44.54,21.53,3.98,OPERATIONAL,2026-05-23T16:39:22.928352
45.13,-16.14,-6.99,44.54,9.21,11.27,FAILURE,2026-05-23T16:39:24.928352
4.705,-1.781,-0.522,56.3,36.94,8.5,FAILURE,2026-05-23T16:39:26.928352
48.85,-19.45,-3.44,44.65,22.1,4.27,OPERATIONAL,2026-05-23T16:39:28.928352
50.53,-21.06,-1.65,44.72,23.65,4.5,OPERATIONAL,2026-05-23T16:39:30.928352
52.09,-22.63,0.15,44.85,22.88,4.27,OPERATIONAL,2026-05-23T16:39:32.928352
53.51,-24.17,1.95,44.97,20.93,4.15,OPERATIONAL,2026-05-23T16:39:34.928352
54.8,-25.66,3.74,44.85,20.94,3.89,OPERATIONAL,2026-05-23T16:39:36.928352
55.95,-27.12,5.52,44.96,20.97,4.11,OPERATIONAL,2026-05-23T16:39:38.928352
56.96,-28.54,7.28,44.86,18.8,3.69,OPERATIONAL,2026-05-23T16:39:40.928352
57.83,-29.91,9.01,44.78,19.01,3.69,OPERATIONAL,2026-05-23T16:39:42.928352
58.56,-31.23,10.71,44.69,19.15,3.57,OPERATIONAL,2026-05-23T16:39:44.928352
59.14,-32.5,12.37,44.63,18.05,3.44,OPERATIONAL,2026-05-23T16:39:46.928352
59.57,-33.72,13.99,44.56,16.58,3.1,OPERATIONAL,2026-05-23T16:39:48.928352
5.986000000000001,-3.4880000000000004,1.5550000000000002,51.65,43.5,9.44,FAILURE,2026-05-23T16:39:50.928352
59.99,-35.99,17.06,44.49,14.82,2.95,OPERATIONAL,2026-05-23T16:39:52.928352
59.97,-37.04,18.51,44.38,14.09,2.91,OPERATIONAL,2026-05-23T16:39:54.928352
59.81,-38.03,19.89,44.32,14.97,2.93,OPERATIONAL,2026-05-23T16:39:56.928352
59.49,-38.96,21.2,44.21,13.06,2.5,OPERATIONAL,2026-05-23T16:39:58.928352
59.02,-39.83,22.44,44.11,13.38,2.67,OPERATIONAL,2026-05-23T16:40:00.928352
5.841,-4.064,2.359,51.43,35.48,8.38,FAILURE,2026-05-23T16:40:02.928352
57.65,-41.38,24.66,43.99,11.22,2.32,OPERATIONAL,2026-05-23T16:40:04.928352
56.75,-42.05,25.64,43.92,10.49,2.1,OPERATIONAL,2026-05-23T16:40:06.928352
55.71,-42.66,26.53,43.81,10.11,1.98,OPERATIONAL,2026-05-23T16:40:08.928352
5.452000000000001,-4.32,2.732,52.31,46.62,8.14,FAILURE,2026-05-23T16:40:10.928352
5.32,-4.367,2.801,52.58,45.62,8.65,FAILURE,2026-05-23T16:40:12.928352
51.75,-44.07,28.61,43.73,9.28,2.05,OPERATIONAL,2026-05-23T16:40:14.928352
50.17,-44.4,29.1,43.67,6.26,1.35,OPERATIONAL,2026-05-23T16:40:16.928352
48.46,-44.66,29.48,43.62,6.21,1.35,OPERATIONAL,2026-05-23T16:40:18.928352
46.63,-44.84,29.76,43.5,8.59,1.85,OPERATIONAL,2026-05-23T16:40:20.928352
44.69,-44.96,29.94,43.38,6.96,1.47,OPERATIONAL,2026-05-23T16:40:22.928352
42.63,-45.0,30.0,43.31,6.22,1.31,OPERATIONAL,2026-05-23T16:40:24.928352
40.47,-44.97,29.96,43.25,7.08,1.67,OPERATIONAL,2026-05-23T16:40:26.928352
38.2,-44.87,29.8,43.2,6.71,1.49,OPERATIONAL,2026-05-23T16:40:28.928352
35.84,-44.7,29.55,43.13,8.67,1.7,OPERATIONAL,2026-05-23T16:40:30.928352
33.39,-44.45,29.18,43.05,9.03,1.83,OPERATIONAL,2026-05-23T16:40:32.928352
30.86,-44.14,28.71,42.98,7.38,1.58,OPERATIONAL,2026-05-23T16:40:34.928352
28.25,-43.75,28.14,42.87,7.62,1.77,OPERATIONAL,2026-05-23T16:40:36.928352
25.57,-43.3,27.46,42.79,9.14,1.88,OPERATIONAL,2026-05-23T16:40:38.928352
22.83,-42.77,26.69,42.69,8.27,1.67,OPERATIONAL,2026-05-23T16:40:40.928352
20.02,-42.18,25.82,42.61,9.98,1.97,OPERATIONAL,2026-05-23T16:40:42.928352
17.17,-41.52,24.86,42.49,9.85,2.09,OPERATIONAL,2026-05-23T16:40:44.928352
14.28,-40.79,23.81,42.59,11.49,2.39,OPERATIONAL,2026-05-23T16:40:46.928352
11.35,-40.0,22.67,42.65,11.34,2.21,OPERATIONAL,2026-05-23T16:40:48.928352
8.39,-39.14,21.45,42.78,14.1,2.76,OPERATIONAL,2026-05-23T16:40:50.928352
5.41,-38.22,20.15,42.86,14.25,2.94,OPERATIONAL,2026-05-23T16:40:52.928352
2.41,-37.24,18.79,42.95,14.53,2.73,OPERATIONAL,2026-05-23T16:40:54.928352
-0.58,-36.2,17.35,43.07,14.34,2.84,OPERATIONAL,2026-05-23T16:40:56.928352
-3.58,-35.1,15.85,43.15,14.98,3.01,OPERATIONAL,2026-05-23T16:40:58.928352
-6.57,-33.95,14.29,43.28,16.84,3.3,OPERATIONAL,2026-05-23T16:41:00.928352
-9.54,-32.74,12.69,43.37,16.14,3.03,OPERATIONAL,2026-05-23T16:41:02.928352
-12.49,-31.48,11.03,43.48,18.98,3.67,OPERATIONAL,2026-05-23T16:41:04.928352
-15.41,-30.17,9.34,43.58,19.49,3.72,OPERATIONAL,2026-05-23T16:41:06.928352
-18.29,-28.81,7.61,43.66,20.73,3.91,OPERATIONAL,2026-05-23T16:41:08.928352
-21.12,-27.4,5.86,43.77,19.48,3.88,OPERATIONAL,2026-05-23T16:41:10.928352
-23.9,-25.95,4.09,43.85,19.47,3.89,OPERATIONAL,2026-05-23T16:41:12.928352
-26.62,-24.46,2.3,43.97,20.5,4.09,OPERATIONAL,2026-05-23T16:41:14.928352
-29.28,-22.93,0.5,44.05,20.76,3.92,OPERATIONAL,2026-05-23T16:41:16.928352
-31.86,-21.36,-1.3,44.15,22.35,4.19,OPERATIONAL,2026-05-23T16:41:18.928352
-34.36,-19.76,-3.1,81.1,12.43,2.43,WARNING,2026-05-23T16:41:20.928352
-36.77,-18.13,-4.88,44.29,22.38,4.18,OPERATIONAL,2026-05-23T16:41:22.928352
-39.1,-16.47,-6.65,44.41,21.59,4.21,OPERATIONAL,2026-05-23T16:41:24.928352
-41.32,-14.78,-8.39,44.47,22.84,4.21,OPERATIONAL,2026-05-23T16:41:26.928352
-43.45,-13.07,-10.1,44.55,21.84,4.29,OPERATIONAL,2026-05-23T16:41:28.928352
-45.46,-11.34,-11.78,44.66,22.23,4.28,OPERATIONAL,2026-05-23T16:41:30.928352
-47.36,-9.59,-13.41,44.78,21.61,4.17,OPERATIONAL,2026-05-23T16:41:32.928352
-49.14,-7.82,-14.99,44.88,23.99,4.42,OPERATIONAL,2026-05-23T16:41:34.928352
-50.8,-6.04,-16.53,45.0,21.14,4.18,OPERATIONAL,2026-05-23T16:41:36.928352
-52.33,-4.25,-18.0,44.89,21.52,4.14,OPERATIONAL,2026-05-23T16:41:38.928352
-53.73,-2.46,-19.4,44.8,20.08,3.72,OPERATIONAL,2026-05-23T16:41:40.928352
-55.0,-0.66,-20.74,44.7,20.25,3.95,OPERATIONAL,2026-05-23T16:41:42.928352
-56.13,1.14,-22.0,44.59,20.58,3.9,OPERATIONAL,2026-05-23T16:41:44.928352
-57.12,2.94,-23.19,44.53,18.46,3.61,OPERATIONAL,2026-05-23T16:41:46.928352
-57.97,4.73,-24.29,44.59,19.6,3.88,OPERATIONAL,2026-05-23T16:41:48.928352
